order_number,line_item,order_date,delivery_date,customerkey,productkey,quantity,currency_code,open_date,gender,first_name,last_name,city,state_code,state,zip_code,country,continent,birthday,year,month,age,product_name,brand,color,unit_cost_usd,unit_price_usd,subcategorykey,subcategory,categorykey,category,Exchange_Rate,Generation
1880001,3,2020-02-23,2020-01-03,1306101,1582,4,USD,2010-01-01,Male,Joshua,Santiago,Lynnwood,WA,Washington,98036,United States,North America,1991-07-03,1991,July,33,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Black,8.2700,17.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Modern Era (1991-2015)
1893014,1,2020-07-03,2020-12-03,200765,1582,3,CAD,2010-01-01,Male,Dennis,Hull,Cluculz Lake,BC,British Columbia,V2N 4T6,Canada,North America,1998-02-02,1998,February,26,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Black,8.2700,17.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.3420,Modern Era (1991-2015)
2044000,1,2020-05-08,2020-07-08,1346534,1582,1,USD,2010-01-01,Male,Troy,Worth,Detroit,MI,Michigan,48226,United States,North America,1943-09-08,1943,September,81,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Black,8.2700,17.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Early Era (1935-1950)
2197007,4,2021-05-01,2021-08-01,1244285,1582,7,USD,2010-01-01,Male,William,Brock,Medina,OH,Ohio,44256,United States,North America,1966-08-28,1966,August,58,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Black,8.2700,17.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Digital Revolution (1951-1970)
1491023,2,2019-01-30,2019-01-31,1313113,2488,3,USD,2010-01-01,Female,Mercedes,Leon,Ocean Drive Beach,SC,South Carolina,29582,United States,North America,1963-12-25,1963,December,61,Contoso Rubberized Skin BlackBerry E100 Black,Contoso,Black,7.6400,14.9900,505,Cell phones Accessories,5,Cell phones,1.0000,Digital Revolution (1951-1970)
1336015,7,2018-08-28,2018-02-09,1920128,2488,4,USD,2010-01-01,Male,Kerman,Desaulniers,Providence,RI,Rhode Island,2903,United States,North America,1943-11-11,1943,November,81,Contoso Rubberized Skin BlackBerry E100 Black,Contoso,Black,7.6400,14.9900,505,Cell phones Accessories,5,Cell phones,1.0000,Early Era (1935-1950)
1060012,6,2017-11-25,2017-11-29,410853,2488,5,EUR,2010-01-01,Male,Matthias,Abendroth,Waldkraiburg,BY,Freistaat Bayern,84470,Germany,Europe,1988-11-09,1988,November,36,Contoso Rubberized Skin BlackBerry E100 Black,Contoso,Black,7.6400,14.9900,505,Cell phones Accessories,5,Cell phones,0.8420,Tech Boom (1971-1990)
1135007,2,2018-08-02,2018-10-02,1233782,2488,2,USD,2010-01-01,Male,Paul,Rodgers,Maple Shade,NJ,New Jersey,8052,United States,North America,1949-08-17,1949,August,75,Contoso Rubberized Skin BlackBerry E100 Black,Contoso,Black,7.6400,14.9900,505,Cell phones Accessories,5,Cell phones,1.0000,Early Era (1935-1950)
1148020,5,2018-02-21,2018-02-24,1670789,2488,2,USD,2010-01-01,Male,David,Hamlin,Salinas,CA,California,93901,United States,North America,1960-10-12,1960,October,64,Contoso Rubberized Skin BlackBerry E100 Black,Contoso,Black,7.6400,14.9900,505,Cell phones Accessories,5,Cell phones,1.0000,Digital Revolution (1951-1970)
1284018,1,2018-07-07,2018-07-14,983816,2488,1,GBP,2010-01-01,Female,Eloise,Arnold,LEAVELAND,Swale,Swale,ME13 0UD,United Kingdom,Europe,1980-03-13,1980,March,44,Contoso Rubberized Skin BlackBerry E100 Black,Contoso,Black,7.6400,14.9900,505,Cell phones Accessories,5,Cell phones,0.7557,Tech Boom (1971-1990)
1612008,3,2019-05-31,2019-02-06,995332,2488,2,GBP,2010-01-01,Female,Harriet,Coles,Middleton,Lancaster,Lancaster,LA3 9HP,United Kingdom,Europe,1941-09-01,1941,September,83,Contoso Rubberized Skin BlackBerry E100 Black,Contoso,Black,7.6400,14.9900,505,Cell phones Accessories,5,Cell phones,0.7954,Early Era (1935-1950)
1382022,2,2018-10-13,2018-10-16,820848,2488,1,EUR,2010-01-01,Female,Afra,van Muijen,Utrecht,UT,Utrecht,3555 ET,Netherlands,Europe,1977-05-23,1977,May,47,Contoso Rubberized Skin BlackBerry E100 Black,Contoso,Black,7.6400,14.9900,505,Cell phones Accessories,5,Cell phones,0.8640,Tech Boom (1971-1990)
1599013,2,2019-05-18,2019-05-21,80273,2488,1,AUD,2010-01-01,Female,Alyssa,Fyans,TINAMBA WEST,VIC,Victoria,3859,Australia,Australia,1998-11-10,1998,November,26,Contoso Rubberized Skin BlackBerry E100 Black,Contoso,Black,7.6400,14.9900,505,Cell phones Accessories,5,Cell phones,1.4535,Modern Era (1991-2015)
1885018,1,2020-02-28,2020-01-03,808670,2488,7,EUR,2010-01-01,Female,Fenneken,Vijn,Nijmegen,GE,Gelderland,6531 RA,Netherlands,Europe,1948-10-16,1948,October,76,Contoso Rubberized Skin BlackBerry E100 Black,Contoso,Black,7.6400,14.9900,505,Cell phones Accessories,5,Cell phones,0.9110,Early Era (1935-1950)
1885032,2,2020-02-28,2020-03-03,1713898,2488,5,USD,2010-01-01,Male,Leo,Poole,Browerville,MN,Minnesota,56438,United States,North America,1952-12-12,1952,December,72,Contoso Rubberized Skin BlackBerry E100 Black,Contoso,Black,7.6400,14.9900,505,Cell phones Accessories,5,Cell phones,1.0000,Digital Revolution (1951-1970)
1898004,1,2020-12-03,2020-03-16,1488175,2488,1,USD,2010-01-01,Female,Louise,Galyean,Toledo,OH,Ohio,43626,United States,North America,1998-12-02,1998,December,26,Contoso Rubberized Skin BlackBerry E100 Black,Contoso,Black,7.6400,14.9900,505,Cell phones Accessories,5,Cell phones,1.0000,Modern Era (1991-2015)
1491023,3,2019-01-30,2019-01-31,1313113,472,6,USD,2010-01-01,Female,Mercedes,Leon,Ocean Drive Beach,SC,South Carolina,29582,United States,North America,1963-12-25,1963,December,61,Proseware CRT19 E201 Black,Proseware,Black,35.1800,69.0000,304,Monitors,3,Computers,1.0000,Digital Revolution (1951-1970)
972000,2,2017-08-29,2017-08-31,2075723,472,2,USD,2010-01-01,Female,Heloise,Labelle,Lincoln,NE,Nebraska,68501,United States,North America,1973-02-28,1973,February,51,Proseware CRT19 E201 Black,Proseware,Black,35.1800,69.0000,304,Monitors,3,Computers,1.0000,Tech Boom (1971-1990)
1280013,4,2018-03-07,2018-05-07,709822,472,4,EUR,2010-01-01,Female,Virgilia,Trentini,Pissatola,RO,Rovigo,45027,Italy,Europe,1961-01-11,1961,January,63,Proseware CRT19 E201 Black,Proseware,Black,35.1800,69.0000,304,Monitors,3,Computers,0.8573,Digital Revolution (1951-1970)
1445004,4,2018-12-15,2018-12-21,3203,472,1,AUD,2010-01-01,Male,Aidan,Kane,ARGENTON,NSW,New South Wales,2284,Australia,Australia,1998-08-18,1998,August,26,Proseware CRT19 E201 Black,Proseware,Black,35.1800,69.0000,304,Monitors,3,Computers,1.3959,Modern Era (1991-2015)
1701010,1,2019-08-28,2019-08-31,1313113,50,2,USD,2010-01-01,Female,Mercedes,Leon,Ocean Drive Beach,SC,South Carolina,29582,United States,North America,1963-12-25,1963,December,61,WWI 2GB Pulse Smart pen M100 Black,Wide World Importers,Black,91.9500,199.9500,104,Recording Pen,1,Audio,1.0000,Digital Revolution (1951-1970)
671003,1,2016-01-11,2016-06-11,795887,50,4,EUR,2010-01-01,Male,Costante,Siciliano,Narzole,CN,Cuneo,12068,Italy,Europe,1949-09-07,1949,September,75,WWI 2GB Pulse Smart pen M100 Black,Wide World Importers,Black,91.9500,199.9500,104,Recording Pen,1,Audio,0.9070,Early Era (1935-1950)
923001,1,2017-11-07,2017-07-15,1661596,50,1,USD,2010-01-01,Female,Denise,Griffin,Philadelphia,PA,Pennsylvania,19103,United States,North America,1968-10-18,1968,October,56,WWI 2GB Pulse Smart pen M100 Black,Wide World Importers,Black,91.9500,199.9500,104,Recording Pen,1,Audio,1.0000,Digital Revolution (1951-1970)
947004,4,2017-04-08,2017-11-08,1280639,50,4,USD,2010-01-01,Male,John,Ellis,Binghamton,NY,New York,13901,United States,North America,1945-10-06,1945,October,79,WWI 2GB Pulse Smart pen M100 Black,Wide World Importers,Black,91.9500,199.9500,104,Recording Pen,1,Audio,1.0000,Early Era (1935-1950)
1023001,1,2017-10-19,2017-10-24,418621,50,5,EUR,2010-01-01,Male,Maximilian,Richter,Wachenheim an der Weinstrasse,RP,Rheinland-Pfalz,67157,Germany,Europe,2001-10-25,2001,October,23,WWI 2GB Pulse Smart pen M100 Black,Wide World Importers,Black,91.9500,199.9500,104,Recording Pen,1,Audio,0.8450,Modern Era (1991-2015)
1699010,2,2019-08-26,2019-08-28,1981992,50,2,USD,2010-01-01,Male,Paulo,Carvalho,Marquette,MI,Michigan,49855,United States,North America,1956-06-30,1956,June,68,WWI 2GB Pulse Smart pen M100 Black,Wide World Importers,Black,91.9500,199.9500,104,Recording Pen,1,Audio,1.0000,Digital Revolution (1951-1970)
1507044,1,2019-02-15,2019-02-20,1527714,50,4,USD,2010-01-01,Female,Brooke,Huggins,Memphis,TN,Tennessee,38128,United States,North America,1938-04-20,1938,April,86,WWI 2GB Pulse Smart pen M100 Black,Wide World Importers,Black,91.9500,199.9500,104,Recording Pen,1,Audio,1.0000,Early Era (1935-1950)
1617035,2,2019-05-06,2019-11-06,1899416,50,4,USD,2010-01-01,Male,Javier,Cushing,Little Rock,OK,Oklahoma,72201,United States,North America,1941-01-27,1941,January,83,WWI 2GB Pulse Smart pen M100 Black,Wide World Importers,Black,91.9500,199.9500,104,Recording Pen,1,Audio,1.0000,Early Era (1935-1950)
1640013,2,2019-06-28,2019-04-07,1572714,50,2,USD,2010-01-01,Female,Celia,Bergeron,Westborough,MA,Massachusetts,1581,United States,North America,1966-11-21,1966,November,58,WWI 2GB Pulse Smart pen M100 Black,Wide World Importers,Black,91.9500,199.9500,104,Recording Pen,1,Audio,1.0000,Digital Revolution (1951-1970)
1807021,1,2019-12-12,2019-12-15,1132400,50,2,GBP,2010-01-01,Female,Lola,Mitchell,PUMPHERSTON,West Lothian,West Lothian,EH53 6ET,United Kingdom,Europe,1982-01-06,1982,January,42,WWI 2GB Pulse Smart pen M100 Black,Wide World Importers,Black,91.9500,199.9500,104,Recording Pen,1,Audio,0.7593,Tech Boom (1971-1990)
1825049,1,2019-12-30,2020-02-01,1540821,50,4,USD,2010-01-01,Female,Diane,Behne,El Paso,TX,Texas,79901,United States,North America,1968-01-22,1968,January,56,WWI 2GB Pulse Smart pen M100 Black,Wide World Importers,Black,91.9500,199.9500,104,Recording Pen,1,Audio,1.0000,Digital Revolution (1951-1970)
1830038,1,2020-04-01,2020-09-01,510011,50,1,EUR,2010-01-01,Male,Phillipp,Sommer,Flensburg,SH,Schleswig-Holstein,24915,Germany,Europe,1945-11-19,1945,November,79,WWI 2GB Pulse Smart pen M100 Black,Wide World Importers,Black,91.9500,199.9500,104,Recording Pen,1,Audio,0.8971,Early Era (1935-1950)
1841001,2,2020-01-15,2020-01-17,890474,50,1,EUR,2010-01-01,Female,Pytsje,Smelt,Zaandam,NH,Noord-Holland,1503 JJ,Netherlands,Europe,1949-06-07,1949,June,75,WWI 2GB Pulse Smart pen M100 Black,Wide World Importers,Black,91.9500,199.9500,104,Recording Pen,1,Audio,0.8975,Early Era (1935-1950)
1873004,1,2020-02-16,2020-02-22,1256284,50,2,USD,2010-01-01,Male,Jay,Leroy,Walnut Grove,MN,Minnesota,56180,United States,North America,1958-03-03,1958,March,66,WWI 2GB Pulse Smart pen M100 Black,Wide World Importers,Black,91.9500,199.9500,104,Recording Pen,1,Audio,1.0000,Digital Revolution (1951-1970)
1883000,1,2020-02-26,2020-02-27,1864354,50,2,USD,2010-01-01,Female,Bonnie,Benoit,Lubbock,TX,Texas,79401,United States,North America,1963-02-06,1963,February,61,WWI 2GB Pulse Smart pen M100 Black,Wide World Importers,Black,91.9500,199.9500,104,Recording Pen,1,Audio,1.0000,Digital Revolution (1951-1970)
1808023,1,2019-12-13,2019-12-18,1313113,1781,1,USD,2010-01-01,Female,Mercedes,Leon,Ocean Drive Beach,SC,South Carolina,29582,United States,North America,1963-12-25,1963,December,61,MGS Rise of Nations: Rise of Legends 2008 E137,Tailspin Toys,White,21.9200,43.0000,702,Download Games,7,Games and Toys,1.0000,Digital Revolution (1951-1970)
1120014,2,2018-01-24,2018-01-29,210538,1781,2,CAD,2010-01-01,Male,Joe,Burton,Calgary,AB,Alberta,T2M 0G6,Canada,North America,1951-08-26,1951,August,73,MGS Rise of Nations: Rise of Legends 2008 E137,Tailspin Toys,White,21.9200,43.0000,702,Download Games,7,Games and Toys,1.2329,Digital Revolution (1951-1970)
1825041,2,2019-12-30,2020-04-01,1994181,1781,2,USD,2010-01-01,Male,Harri,Seppala,Staten Island,NY,New York,10301,United States,North America,1981-06-05,1981,June,43,MGS Rise of Nations: Rise of Legends 2008 E137,Tailspin Toys,White,21.9200,43.0000,702,Download Games,7,Games and Toys,1.0000,Tech Boom (1971-1990)
1668006,2,2019-07-26,2019-07-29,624742,1781,3,EUR,2010-01-01,Female,Belisarda,Bedard,YERRES,IL,Ile-de-France,91330,France,Europe,1966-04-09,1966,April,58,MGS Rise of Nations: Rise of Legends 2008 E137,Tailspin Toys,White,21.9200,43.0000,702,Download Games,7,Games and Toys,0.8978,Digital Revolution (1951-1970)
1690021,1,2019-08-17,2019-08-20,1386766,1781,1,USD,2010-01-01,Male,Donald,Arriaga,Grand Rapids,MI,Michigan,49508,United States,North America,1967-06-14,1967,June,57,MGS Rise of Nations: Rise of Legends 2008 E137,Tailspin Toys,White,21.9200,43.0000,702,Download Games,7,Games and Toys,1.0000,Digital Revolution (1951-1970)
1736019,1,2019-02-10,2019-05-10,1889635,1781,5,USD,2010-01-01,Male,Romeo,Day,Irvine,CA,California,92664,United States,North America,1947-12-17,1947,December,77,MGS Rise of Nations: Rise of Legends 2008 E137,Tailspin Toys,White,21.9200,43.0000,702,Download Games,7,Games and Toys,1.0000,Early Era (1935-1950)
1808023,2,2019-12-13,2019-12-18,1313113,1363,5,USD,2010-01-01,Female,Mercedes,Leon,Ocean Drive Beach,SC,South Carolina,29582,United States,North America,1963-12-25,1963,December,61,Contoso Expandable Cordless Phone System M008 White,Contoso,White,10.5700,22.9900,501,Home & Office Phones,5,Cell phones,1.0000,Digital Revolution (1951-1970)
1165017,1,2018-10-03,2018-03-14,1182055,1363,1,GBP,2010-01-01,Male,Josh,Fletcher,FIONNPHORT,Argyllshire,Argyllshire,PA66 5QQ,United Kingdom,Europe,1961-12-29,1961,December,63,Contoso Expandable Cordless Phone System M008 White,Contoso,White,10.5700,22.9900,501,Home & Office Phones,5,Cell phones,0.7232,Digital Revolution (1951-1970)
1241003,4,2018-05-25,2018-05-30,1592095,1363,1,USD,2010-01-01,Female,Sherri,Dalton,Rehoboth,MA,Massachusetts,2769,United States,North America,1984-07-02,1984,July,40,Contoso Expandable Cordless Phone System M008 White,Contoso,White,10.5700,22.9900,501,Home & Office Phones,5,Cell phones,1.0000,Tech Boom (1971-1990)
1825010,1,2019-12-30,2020-03-01,639966,1363,4,EUR,2010-01-01,Male,Thibaut,Dagenais,NANTES,PL,Pays de la Loire,44200,France,Europe,1978-08-21,1978,August,46,Contoso Expandable Cordless Phone System M008 White,Contoso,White,10.5700,22.9900,501,Home & Office Phones,5,Cell phones,0.8937,Tech Boom (1971-1990)
548007,2,2016-01-07,2016-09-07,294189,1787,8,CAD,2010-01-01,Male,Robert,Hernandez,Brock,SK,Saskatchewan,S4P 3Y2,Canada,North America,1981-05-14,1981,May,43,MGS Rise of Nations: Gold Edition 2009 E143,Tailspin Toys,Pink,21.9200,43.0000,702,Download Games,7,Games and Toys,1.2923,Tech Boom (1971-1990)
1287007,1,2018-10-07,2018-07-13,1247394,1787,4,USD,2010-01-01,Female,Jessica,Bell,Council Bluffs,IA,Iowa,51501,United States,North America,1987-06-16,1987,June,37,MGS Rise of Nations: Gold Edition 2009 E143,Tailspin Toys,Pink,21.9200,43.0000,702,Download Games,7,Games and Toys,1.0000,Tech Boom (1971-1990)
997015,2,2017-09-23,2017-09-28,416434,1787,1,EUR,2010-01-01,Female,Angelika,Nussbaum,Utting,BY,Freistaat Bayern,86917,Germany,Europe,1982-09-05,1982,September,42,MGS Rise of Nations: Gold Edition 2009 E143,Tailspin Toys,Pink,21.9200,43.0000,702,Download Games,7,Games and Toys,0.8361,Tech Boom (1971-1990)
1536012,1,2019-03-16,2019-03-18,1294022,1787,3,USD,2010-01-01,Female,Pauletta,Sweeny,Arab,AL,Alabama,35016,United States,North America,1993-11-04,1993,November,31,MGS Rise of Nations: Gold Edition 2009 E143,Tailspin Toys,Pink,21.9200,43.0000,702,Download Games,7,Games and Toys,1.0000,Modern Era (1991-2015)
1749003,2,2019-10-15,2019-10-17,1477324,1787,1,USD,2010-01-01,Female,Thelma,Freeman,Ethel,MS,Mississippi,39067,United States,North America,1966-07-06,1966,July,58,MGS Rise of Nations: Gold Edition 2009 E143,Tailspin Toys,Pink,21.9200,43.0000,702,Download Games,7,Games and Toys,1.0000,Digital Revolution (1951-1970)
2242005,1,2021-02-19,2021-02-22,1512274,1787,4,USD,2010-01-01,Female,Marlene,Rowe,Winona,MN,Minnesota,55987,United States,North America,1964-06-07,1964,June,60,MGS Rise of Nations: Gold Edition 2009 E143,Tailspin Toys,Pink,21.9200,43.0000,702,Download Games,7,Games and Toys,1.0000,Digital Revolution (1951-1970)
548007,3,2016-01-07,2016-09-07,294189,457,2,CAD,2010-01-01,Male,Robert,Hernandez,Brock,SK,Saskatchewan,S4P 3Y2,Canada,North America,1981-05-14,1981,May,43,WWI Desktop PC1.60 E1600 White,Wide World Importers,White,112.1400,219.9500,303,Desktops,3,Computers,1.2923,Tech Boom (1971-1990)
1597019,2,2019-05-16,2019-05-20,1635374,457,1,USD,2010-01-01,Female,Jessica,Moss,Phoenix,AZ,Arizona,85003,United States,North America,1961-04-13,1961,April,63,WWI Desktop PC1.60 E1600 White,Wide World Importers,White,112.1400,219.9500,303,Desktops,3,Computers,1.0000,Digital Revolution (1951-1970)
1030002,2,2017-10-26,2017-01-11,609715,457,2,EUR,2010-01-01,Female,Marcelle,Metivier,REZE,PL,Pays de la Loire,44400,France,Europe,1948-07-23,1948,July,76,WWI Desktop PC1.60 E1600 White,Wide World Importers,White,112.1400,219.9500,303,Desktops,3,Computers,0.8508,Early Era (1935-1950)
1697000,3,2019-08-24,2019-08-29,908105,457,8,GBP,2010-01-01,Female,Tilly,Stevenson,LLANDDEWI RHYDDERCH,Monmouthshire,Monmouthshire,NP7 1HH,United Kingdom,Europe,1997-07-26,1997,July,27,WWI Desktop PC1.60 E1600 White,Wide World Importers,White,112.1400,219.9500,303,Desktops,3,Computers,0.8175,Modern Era (1991-2015)
1797021,4,2019-02-12,2019-04-12,461982,457,1,EUR,2010-01-01,Female,Vanessa,Holzman,Norderstedt,SH,Schleswig-Holstein,22826,Germany,Europe,1956-12-13,1956,December,68,WWI Desktop PC1.60 E1600 White,Wide World Importers,White,112.1400,219.9500,303,Desktops,3,Computers,0.9072,Digital Revolution (1951-1970)
1162012,2,2018-07-03,2018-09-03,1979837,457,5,USD,2010-01-01,Female,Vlatka,Juric,Owatonna,MN,Minnesota,55060,United States,North America,1951-09-01,1951,September,73,WWI Desktop PC1.60 E1600 White,Wide World Importers,White,112.1400,219.9500,303,Desktops,3,Computers,1.0000,Digital Revolution (1951-1970)
1168003,4,2018-03-13,2018-03-15,1413086,457,1,USD,2010-01-01,Female,Anne,Lozano,Abrams,WI,Wisconsin,54101,United States,North America,1982-01-20,1982,January,42,WWI Desktop PC1.60 E1600 White,Wide World Importers,White,112.1400,219.9500,303,Desktops,3,Computers,1.0000,Tech Boom (1971-1990)
1862017,1,2020-05-02,2020-09-02,1819713,457,6,USD,2010-01-01,Female,Margot,Miles,Cypress,TX,Texas,77429,United States,North America,1953-01-09,1953,January,71,WWI Desktop PC1.60 E1600 White,Wide World Importers,White,112.1400,219.9500,303,Desktops,3,Computers,1.0000,Digital Revolution (1951-1970)
1409016,1,2018-09-11,2018-11-13,20946,457,1,AUD,2010-01-01,Female,Taylah,Walstab,WINTHROP,WA,Western Australia,6150,Australia,Australia,1999-04-11,1999,April,25,WWI Desktop PC1.60 E1600 White,Wide World Importers,White,112.1400,219.9500,303,Desktops,3,Computers,1.3805,Modern Era (1991-2015)
2061004,2,2020-08-22,2020-08-23,1451193,457,4,USD,2010-01-01,Female,Rosemary,Ward,Los Angeles,CA,California,90017,United States,North America,1961-02-01,1961,February,63,WWI Desktop PC1.60 E1600 White,Wide World Importers,White,112.1400,219.9500,303,Desktops,3,Computers,1.0000,Digital Revolution (1951-1970)
1457072,3,2018-12-27,2018-12-30,1538224,457,2,USD,2010-01-01,Male,Richard,Bixby,Albany,GA,Georgia,31707,United States,North America,1981-12-03,1981,December,43,WWI Desktop PC1.60 E1600 White,Wide World Importers,White,112.1400,219.9500,303,Desktops,3,Computers,1.0000,Tech Boom (1971-1990)
1757015,1,2019-10-23,2019-10-28,2036766,457,4,USD,2010-01-01,Male,Braslav,Delic,Mission,TX,Texas,78572,United States,North America,1984-04-13,1984,April,40,WWI Desktop PC1.60 E1600 White,Wide World Importers,White,112.1400,219.9500,303,Desktops,3,Computers,1.0000,Tech Boom (1971-1990)
1814026,3,2019-12-19,2019-12-23,1078234,457,2,GBP,2010-01-01,Female,Madison,Begum,PERRANZABULOE,Cornwall,Cornwall,TR4 0WL,United Kingdom,Europe,1947-04-18,1947,April,77,WWI Desktop PC1.60 E1600 White,Wide World Importers,White,112.1400,219.9500,303,Desktops,3,Computers,0.7653,Early Era (1935-1950)
1816059,5,2019-12-21,2019-12-27,268820,457,2,CAD,2010-01-01,Female,Patrice,Morillo,Saskatoon,SK,Saskatchewan,S7K 1W8,Canada,North America,1945-11-05,1945,November,79,WWI Desktop PC1.60 E1600 White,Wide World Importers,White,112.1400,219.9500,303,Desktops,3,Computers,1.3138,Early Era (1935-1950)
1816094,1,2019-12-21,2019-12-27,431867,457,4,EUR,2010-01-01,Male,Bernd,Fink,Sondershausen,TH,Freistaat Thuringen,99701,Germany,Europe,1967-05-11,1967,May,57,WWI Desktop PC1.60 E1600 White,Wide World Importers,White,112.1400,219.9500,303,Desktops,3,Computers,0.9011,Digital Revolution (1951-1970)
1823027,1,2019-12-28,2019-12-31,1848327,457,9,USD,2010-01-01,Female,Veronica,Holt,Sedona,AZ,Arizona,86341,United States,North America,1973-09-06,1973,September,51,WWI Desktop PC1.60 E1600 White,Wide World Importers,White,112.1400,219.9500,303,Desktops,3,Computers,1.0000,Tech Boom (1971-1990)
1828031,1,2020-02-01,2020-05-01,644807,457,2,EUR,2010-01-01,Female,Arianne,Deschamps,ALFORTVILLE,IL,Ile-de-France,94140,France,Europe,1973-12-15,1973,December,51,WWI Desktop PC1.60 E1600 White,Wide World Importers,White,112.1400,219.9500,303,Desktops,3,Computers,0.8934,Tech Boom (1971-1990)
